площадь,цена,этаж,кол-во_комнат
62,9114697,20,1
101,3682364,10,1
126,4404019,8,1
98,19365447,2,1
87,10335634,3,1
111,14279722,13,4
148,18042355,20,4
144,2802992,7,4
118,5500061,6,3
125,15746964,4,5
78,7649776,23,1
128,7132075,3,3
73,11828903,1,3
57,6009920,1,1
114,10956724,24,1
72,8972157,23,2
147,15059294,17,4
84,18925842,22,4
124,17053429,19,2
113,11008646,14,1
69,10490302,4,4
55,9371706,13,3
75,9651761,1,1
149,9833135,15,3
98,2356778,15,2
27,18900948,12,5
56,2056948,3,2
134,1949882,24,2
116,15691282,15,4
33,18301926,5,2
109,1902777,12,5
26,11018897,6,5
110,8441435,23,5
63,2110056,14,4
75,10703438,13,4
112,12374313,19,5
60,2703299,15,5
56,6206953,3,3
20,2847903,11,4
130,2189915,15,3
145,4613843,7,1
128,19940431,21,3
55,18199814,4,2
134,16558094,9,3
43,3631886,22,1
83,14373828,10,3
65,14187407,10,5
112,2869049,10,3
118,10688628,15,3
33,11605029,16,4
33,11251908,17,1
102,2597494,2,1
49,1487769,8,5
140,8581037,3,2
30,4052611,22,3
142,2047188,12,2
77,14956367,11,2
135,16278864,14,5
40,16840947,18,1
128,1440594,15,2
121,1900771,9,5
92,16300415,6,5
33,18799011,6,5
94,6133990,7,1
149,15134314,18,2
137,17244120,21,5
92,10340256,12,2
54,4451536,12,3
40,16544746,23,1
101,4640857,21,2
137,2539370,23,2
35,19601385,16,5
54,5728421,17,5
126,11909298,13,1
101,2274868,17,3
118,9130019,22,1
62,8902603,7,3
129,5150684,5,3
117,17170172,9,3
98,6531113,8,3
67,5849550,5,4
71,6206491,10,1
43,1519125,24,4
80,7056224,7,5
32,7245927,6,1
109,2699810,12,5
32,10870603,24,2
20,1670988,3,1
56,2564376,9,2
52,17683139,6,2
131,1855828,12,3
146,17657238,10,3
112,11115130,3,3
77,8266829,7,2
35,18244153,7,5
136,4890347,15,3
119,11869814,22,3
74,17254694,5,5
63,15443334,3,4
54,15247103,1,3
53,2738424,11,4
21,4052668,17,2
128,18247585,8,5
42,12013005,19,3
94,13775928,17,3
140,15437589,20,5
95,12907927,10,3
52,13213646,19,5
116,18040948,15,5
127,7492687,21,5
140,3694296,14,3
132,18481667,3,1
84,2240519,14,3
43,15830772,5,1
111,17998876,14,1
59,15371056,13,2
120,14711979,6,4
119,10693741,7,5
32,1187677,19,3
114,2379050,24,4
82,12996736,11,5
42,14600615,6,3
127,17964574,20,2
26,17303845,4,1
59,10136560,14,1
104,19842450,5,1
94,5936807,19,3
68,14687971,14,5
70,2393620,22,3
85,3572500,20,2
37,14788628,11,5
71,14077340,14,3
131,9728816,12,2
90,4271456,5,3
46,1197340,20,2
78,12232428,23,1
80,2036741,18,5
111,14875340,20,2
34,15851095,16,5
146,5460466,14,2
134,14570940,5,5
105,18027749,3,5
49,15746644,1,1
132,5458367,9,2
149,11079374,16,3
109,14449433,2,3
55,18726754,1,2
105,3431191,15,1
31,19051943,6,4
113,15753174,7,1
28,1810068,17,3
136,13357066,1,1
50,11909381,10,1
131,5974447,18,5
93,14628879,12,2
22,1791935,1,1
71,14888071,15,5
123,10437040,14,5
102,12060909,20,4
33,7755370,11,1
31,13331024,22,3
107,10427054,5,4
70,1261731,2,4
136,5080641,22,4
141,2406325,6,1
22,15754375,6,3
149,12338996,24,4
30,5058494,14,1
75,11788941,18,1
143,18580322,4,5
33,13911951,2,1
145,16297821,10,5
45,17870083,13,2
81,13213383,13,4
148,13262165,24,4
47,8875923,14,2
66,15023167,24,4
104,1667443,14,1
43,12304853,4,5
22,2205904,2,1
147,7033039,17,1
112,5377635,18,3
141,11881322,3,2
142,2280347,2,5
87,4447399,19,3
143,19265564,1,5
92,17162441,19,3
54,6435698,4,3
101,12780168,8,4
114,9271537,22,4
80,16093817,24,2
90,11044163,2,5
89,5990819,14,4
68,18593107,9,3
128,2659530,6,2
130,13560466,22,3
99,16878830,16,5
115,3432566,1,2
43,15149650,8,5
140,19153902,22,5
50,6397397,1,5
113,6254863,11,3
131,6826564,5,3
103,11829910,14,5
76,7736665,19,4
50,4357042,22,2
56,13311846,7,2
105,3035324,6,1
62,6925991,2,1
30,18018594,13,5
39,16900557,18,5
136,9521063,10,3
149,13239649,5,2
104,17499127,16,4
88,4548688,7,3
125,14737428,12,3
48,12036247,15,3
128,18280220,21,4
57,12610845,17,4
49,14715886,18,1
89,12332411,13,3
133,7138137,24,2
85,7982939,10,3
135,7353612,4,2
141,9269487,5,4
131,11995820,16,2
120,7900880,10,4
96,10203348,12,3
88,10129601,12,5
102,6575364,14,1
109,15578792,14,4
110,9909483,15,2
102,17999405,22,4
33,1479424,2,2
67,17839738,12,1
45,19085857,16,5
124,6939811,24,5
58,10150887,9,5
82,6892444,19,2
134,2461391,20,2
114,2295916,7,4
136,7853598,23,5
42,11839494,6,5
131,18106983,10,3
85,1270043,22,4
95,6171788,6,5
126,2186997,19,1
86,18254569,19,5
108,12389634,23,5
139,6154731,19,5
111,3527403,2,2
76,1292028,16,4
85,6868446,18,3
97,14437251,1,1
130,14099089,11,1
34,9881060,7,3
125,17093322,8,5
81,7295955,12,1
57,5397929,15,3
48,14031637,3,5
39,6950830,18,5
88,7894040,4,2
140,19733527,7,1
142,19773378,22,4
89,9814075,9,5
21,18073065,4,1
109,19962498,7,1
60,9256449,7,3
127,7655288,7,2
65,12055946,18,3
54,10302979,2,3
35,10417082,6,1
125,9915008,5,4
34,9580532,4,5
69,17124526,16,1
108,3614830,4,5
50,14899393,16,1
95,2705484,16,1
95,9765088,10,3
56,1546718,8,5
87,13241238,19,4
21,10831335,8,5
87,5118949,9,2
127,17498796,9,4
100,1965717,14,4
120,5119776,8,3
135,2950930,12,2
75,19613810,2,2
45,10136009,8,5
45,10129289,9,2
44,18133083,7,3
55,12947417,20,5
47,13952478,7,5
113,17142036,6,2
132,3690747,14,2
118,14584181,14,1
131,14419170,16,3
24,17420375,1,1
134,3223391,21,3
104,11232372,8,3
111,14236802,5,2
129,15185152,12,2
123,3247271,1,4
130,4071065,4,3
133,15532685,14,4
46,9904141,23,3
88,18787094,15,2
104,19826055,22,3
125,11199308,13,4
87,19446394,1,2
100,2825811,12,5
90,14500123,23,1
67,11158809,15,4
140,14858247,15,3
114,16213126,6,4
109,17838489,6,3
27,6030590,21,4
92,6258946,11,1
72,8608103,20,1
99,8776037,11,5
52,5245232,13,3
88,12737003,8,1
129,19396417,11,1
77,5854840,12,1
145,10095861,6,3
41,10908622,5,3
99,14626128,20,4
70,18673397,17,5
119,11168416,3,5
44,7122325,4,3
110,18261063,11,5
23,3456701,18,4
30,12764151,9,5
29,15867830,10,5
128,5668755,23,1
52,14259974,11,5
91,18854061,19,1
50,12330654,11,4
130,18873576,4,2
71,9303186,20,2
111,13371317,24,2
39,14861030,19,4
55,17033054,5,3
140,11262937,20,1
110,7914463,16,2
42,7235554,5,1
146,2744859,21,1
144,3276127,10,2
133,2813924,13,1
136,8405075,20,3
122,5925470,20,2
37,11682778,10,3
26,19621653,21,1
76,15537226,8,1
39,8109042,17,3
91,2853858,6,1
148,10704666,16,3
96,10050749,22,3
23,5832303,6,4
31,16258519,24,5
110,5634723,24,1
102,14778485,15,2
99,12707633,11,4
73,16628946,15,2
67,3774518,7,4
103,19785241,8,2
87,10406076,12,2
85,8635037,9,1
137,8159957,6,3
55,14830551,18,3
96,14810067,4,2
37,7778294,2,3
58,14866950,6,4
136,6452708,18,3
23,19498921,4,3
106,4579152,23,3
40,11538084,5,1
122,13581849,5,5
48,19111513,20,5
111,7986856,23,3
48,6367952,19,5
122,14475363,5,1
121,1913676,4,4
104,1471307,22,2
132,10775116,7,5
47,1546352,13,1
119,2925965,12,5
83,19220745,12,3
92,8734039,24,2
116,19008711,12,5
64,15085004,21,1
38,4198582,3,2
49,14835044,21,3
114,6899164,17,4
145,16345709,14,1
20,5220481,23,4
46,13586781,2,2
149,3658664,4,1
58,2645676,21,4
90,14484025,16,1
97,11619206,3,5
80,13279136,20,1
30,12188800,14,5
29,5118594,1,1
126,1828251,23,5
95,8827330,10,1
143,16461239,6,2
91,1985009,16,1
67,13383538,17,2
38,11195032,21,4
56,5707387,2,4
110,11023512,6,1
111,2595130,23,4
115,12940882,8,1
116,2873562,3,5
107,3277483,14,3
56,3634087,4,1
101,2162612,10,1
100,13358482,21,5
115,3323473,14,5
47,5048612,10,5
86,6824255,24,2
90,10384865,4,5
125,1544888,23,4
72,3502363,16,1
148,9465042,14,3
51,8474479,2,2
95,11841253,14,5
98,5595422,24,2
77,13481648,3,5
76,16517692,11,3
60,11229239,24,4
71,9924221,18,1
108,10879997,8,4
23,9255204,12,3
51,1768468,22,3
116,16939510,14,1
51,4119092,16,3
140,13331046,8,4
127,6363720,13,1
53,7432641,11,3
140,4447268,21,3
70,6709035,9,5
117,12145127,24,2
76,15867258,15,4
144,10740694,13,5
80,1640287,5,4
82,3895210,24,1
20,18585350,11,2
71,5153064,12,4
108,15462077,4,2
141,2741095,18,1
25,19066815,1,1
106,8398336,16,3
75,1871421,21,3
22,5917619,5,4
82,16443691,20,2
115,9359749,22,4
53,3045277,4,3
120,10495447,14,3
71,9161672,10,1
108,8480525,13,3
91,3380433,17,4
68,13256031,7,3
78,2845127,5,5
82,8899365,14,1
32,14740611,23,4
128,15484701,15,2
42,8868779,10,4
145,18519758,10,1
122,15905460,8,2
89,4506196,15,1
70,1813309,14,2
26,18720548,4,2
94,10293407,10,1
81,5250712,22,4
56,14336256,16,1
73,9256644,7,2
86,8946186,5,4
123,19839046,3,5
130,4298134,8,3
122,11233222,23,2
50,15475832,6,3
79,2350653,8,1
149,16992448,17,4
62,12943039,21,1
38,12807090,22,1
94,9791429,17,3
35,13832133,16,5
55,15688838,10,4
72,18916514,18,2
53,15850404,2,2
95,9672943,19,1
49,17311262,22,2
123,16592502,3,4
75,14566099,23,1
76,11826390,5,4
124,8235141,14,3
108,1591417,15,3
84,18549478,24,5
23,17207454,8,1
118,12198287,6,5
53,7955255,13,3
107,10140798,24,1
131,2032435,15,4
120,4822246,3,5
110,18938553,5,5
29,9237091,22,3
38,12056543,21,3
63,3510288,19,1
57,19588009,10,2
138,1707365,24,1
116,11466267,3,2
97,10727402,24,4
55,13732283,2,1
81,4027439,4,4
53,18918198,18,3
81,7888956,4,2
26,9230087,13,4
49,14895321,19,3
134,11647406,24,4
115,16223525,11,1
141,12338951,6,1
36,12840071,1,5
80,4408113,6,5
123,1423949,12,4
52,6783475,11,3
40,12335810,2,2
146,1890677,6,5
101,13068841,13,1
120,6701451,8,5
44,12079792,6,2
105,18654238,11,3
34,3286669,21,3
144,3301241,13,1
80,4020565,15,5
80,19575762,14,5
82,8611085,18,5
32,10398950,4,4
149,2076451,10,1
59,2987676,11,2
144,9575073,19,4
113,15136628,2,2
127,1960242,14,3
121,3891552,5,5
95,2719758,8,1
41,14905775,16,2
72,19658685,12,5
107,3460646,23,4
40,17891727,6,4
97,17103769,9,1
61,5310891,8,4
85,10772782,18,3
138,13164423,24,2
122,5518561,12,3
121,2203718,15,5
128,2286391,11,5
96,14985039,2,1
107,8219944,23,5
59,9937204,16,2
132,11411421,12,5
71,1571508,18,1
113,9169671,17,1
117,12467151,23,2
118,5539318,23,1
40,11490621,2,5
60,14782913,3,4
140,8674727,21,2
66,10670049,21,2
106,5121689,11,2
74,18567185,14,1
41,19252810,5,5
89,11088862,7,4
94,8471559,19,5
34,5511174,1,2
130,14409687,12,1
121,10330314,11,1
20,6364578,2,4
146,7597948,11,1
23,5924820,1,3
89,10574041,8,5
98,11792376,6,3
31,8332161,17,3
76,19590090,22,2
20,6319078,2,4
125,16916083,1,3
34,2016703,4,1
37,1713345,3,1
76,1283057,3,3
116,10474137,23,1
136,17146063,22,3
59,1457906,22,4
90,15335020,11,5
72,16342077,9,3
89,7841262,16,2
106,10216750,2,4
141,4278488,12,3
121,3130442,8,4
59,10709486,16,5
123,8865893,8,1
115,11739574,10,2
91,9594553,17,4
32,6738185,17,4
55,17859079,21,1
123,8796923,6,2
47,19593678,12,1
123,12104307,10,1
50,4122008,3,2
57,17512745,18,4
85,18925376,6,4
116,2428846,7,2
98,19034183,5,4
20,19532263,2,2
82,12103037,4,5
21,5456817,23,4
148,8984048,18,3
141,9646116,11,2
124,2691624,3,2
68,14532595,17,1
147,3485233,14,4
20,19097608,5,1
77,13328865,19,2
97,14138748,14,4
85,4146096,19,1
70,18347189,1,1
59,11997439,24,2
130,6873205,20,1
50,15695901,8,1
105,14310803,8,2
52,13455513,22,4
85,3151281,7,5
58,7069397,7,1
33,12593302,12,1
100,17083017,12,1
66,7405781,15,3
110,16253364,6,5
70,8607621,11,5
139,13616628,12,5
82,2532454,20,1
33,16157978,4,1
103,19663098,1,4
74,19335707,5,3
52,6839154,20,1
30,18606645,20,4
63,6696777,14,3
62,1039896,19,1
21,6037435,18,5
90,7942184,21,4
144,6689347,6,3
78,11545905,18,1
74,3174159,20,3
71,11650658,13,2
87,5598656,24,1
99,6867926,5,1
112,19454079,2,1
41,9522851,22,1
118,8653135,21,1
121,10996642,18,4
62,3317961,6,5
91,15038893,10,2
71,18847955,13,5
32,7813571,13,3
26,10723371,17,2
24,12023974,8,3
97,19551494,13,4
102,2411463,15,3
67,10944215,9,3
33,3639547,24,4
128,5170571,15,2
79,15967929,16,3
119,15526114,4,1
113,10838583,19,1
55,9423578,2,1
56,1034050,5,4
48,16522049,17,2
134,10781385,5,3
132,11162105,16,5
58,8784673,16,5
73,16430182,14,4
114,10132749,21,2
124,18766350,19,5
143,4814674,24,1
35,3266193,10,3
36,15510991,18,4
56,18746618,3,5
146,17024117,9,3
54,6430848,12,1
51,18041937,13,4
78,18122176,14,2
139,15132463,16,5
116,17056155,16,3
25,6764997,10,3
143,14568401,10,5
95,1717110,7,2
133,8274939,8,2
36,18840837,4,4
140,7128040,3,2
24,14010566,24,1
145,6888582,21,1
90,4854204,19,3
96,18220980,16,2
148,12688989,3,3
141,10828329,3,4
41,4649263,19,1
22,8218568,4,2
31,10114301,2,1
37,4438222,18,2
137,5046047,7,3
141,1628401,12,4
131,13887573,13,2
143,1452046,6,5
38,4299046,15,5
80,10316954,2,2
37,12112725,19,2
100,17877072,11,1
93,15268501,14,4
108,9727143,17,4
40,1673581,14,3
40,11093817,10,2
22,6743004,20,1
75,9283113,8,1
60,7950286,18,4
73,15206019,22,5
121,10862660,12,2
27,11074482,18,2
59,4656577,7,5
95,8689996,7,5
78,4100149,3,2
26,14546211,10,4
128,14321702,4,2
127,10451780,12,4
27,1461683,21,1
54,13074989,6,5
31,9804270,15,3
98,4224491,22,3
130,5962258,21,2
146,5283790,22,2
95,6604067,14,3
96,13939082,23,1
146,5242034,8,1
124,4556293,7,5
89,18197631,12,3
56,8863448,13,3
133,13270321,12,2
62,9149532,6,4
119,15952727,24,2
79,17743769,3,3
54,5854695,12,4
123,6342811,1,2
109,14175071,11,5
56,2069204,5,5
115,7660668,6,1
125,19893110,24,3
83,5579884,11,3
38,15427175,17,5
57,17987038,19,2
25,4796035,13,2
134,2837784,9,2
96,9321781,23,4
94,3986438,8,5
78,8277533,6,2
21,4578136,12,5
47,15309945,11,1
92,12337185,11,2
78,11219669,11,1
98,1885487,23,4
32,8054312,22,4
64,12647908,24,5
120,3017111,2,1
149,8086935,9,3
91,5019142,20,5
59,13176494,1,4
88,5078724,15,4
54,19584589,13,5
32,13989498,15,4
137,4233855,14,2
85,3282129,9,1
100,10751832,1,3
34,9233657,10,3
45,10677305,5,3
80,19200380,21,4
26,6805188,9,2
49,16463427,21,2
51,4698280,14,5
111,14232930,19,5
38,19553254,19,4
33,15376395,7,5
27,18473617,15,4
108,5367145,7,3
91,11313113,16,5
20,5899000,15,2
66,8142482,24,3
131,13085073,16,4
107,19536624,2,5
116,1833818,19,1
66,13168848,12,4
72,18650639,9,3
34,2418249,3,4
121,18835822,9,2
59,4508846,24,2
51,8708698,17,4
51,13497591,5,3
52,4936926,22,5
85,18119181,17,3
70,15264602,17,1
114,7282203,24,2
40,10107356,3,3
131,11494872,3,5
49,14610919,23,4
22,12622871,7,5
22,10536066,2,1
123,19414731,17,1
78,10838135,21,1
147,15737238,6,3
69,10259516,16,2
32,10090610,17,4
22,16197090,23,3
147,10002848,8,4
43,13414044,8,1
78,5149871,6,3
27,16545447,8,2
108,3817916,13,3
145,3537955,17,2
138,2405200,17,4
118,15918088,20,1
106,7195625,7,2
101,12791543,9,3
84,10163953,11,2
146,4530114,12,2
68,19526060,21,3
98,2902363,5,2
71,17665075,21,1
149,14954652,4,4
148,2658899,22,1
114,12729231,16,1
129,19052445,24,4
42,11408724,5,1
75,9712296,21,2
30,19427517,4,2
106,11064275,10,5
62,12475898,23,3
141,16027463,18,1
115,13416423,20,1
109,8039012,11,3
131,2083717,20,3
75,15505867,21,3
102,5827831,20,1
25,17824018,9,2
83,18117821,23,2
102,1415268,16,5
66,14130749,12,5
122,12171347,21,1
65,9454005,16,4
46,3316075,4,2
118,3185729,12,2
31,16589644,6,1
67,16614183,7,1
28,2456712,21,4
93,16291970,21,4
143,6637521,14,5
144,5691119,8,3
141,12532445,19,5
122,3726460,18,4
139,14279539,13,2
120,13379014,3,2
93,6863127,11,2
39,1756065,17,3
108,7623377,17,4
149,10677654,7,5
94,15211446,7,5
53,8024274,24,5
97,4175886,8,5
72,17004914,20,2
141,3332848,18,2
116,10435394,24,1
24,7548116,9,2
130,9992333,7,5
63,19702041,15,5
149,11427376,17,1
118,1299070,19,1
120,6390414,1,5
42,3369014,14,2
83,5752264,13,3
86,12709144,11,3
107,1945963,17,4
26,19231291,7,4
25,12567604,5,1
75,5930178,18,4
23,12632891,7,2
60,7526449,17,1
82,18363254,14,2
98,2956254,9,2
94,7947425,24,3
27,2696964,2,3
46,12441877,3,3
20,14669515,23,1
30,12101989,23,3
39,7355550,1,5
129,15413210,24,2
135,11997687,13,3
64,1663263,21,3
72,10088962,3,2
52,17179217,12,2
110,18791632,14,3
66,3865293,24,4
23,6533317,17,2
32,15685386,24,1
137,16073389,6,3
33,8299235,5,3
111,13776519,11,3
102,15249706,5,1
96,17608816,9,1
45,10344219,14,2
115,12245145,9,3
129,7368604,1,5
133,14579129,5,4
34,1738199,18,3
81,13314067,14,2
90,1907681,6,5
46,5698469,13,2
91,7512262,13,1
32,12418191,19,3
72,11555422,1,5
103,9792015,16,1
60,4964230,16,2
27,1178054,4,1
119,17881804,1,4
109,13427821,20,5
44,2824834,6,3
60,19924256,1,3
37,10716546,21,4
97,12959416,12,4
65,10227804,2,5
33,13196926,15,4
26,9042104,5,2
95,19812488,16,5
41,9590677,8,5
99,1199246,2,2
120,12967411,13,3
73,10240026,11,5
120,8774002,11,2
67,15211065,23,3
80,3785159,18,4
23,6030442,8,3
139,14759375,3,1
49,4768229,6,2
40,1528186,11,1
72,7991394,4,1
130,17992439,6,4
134,15898157,12,3
61,19080398,20,3
142,16802489,12,4
142,10228194,16,4
55,3453810,6,1
106,2061126,4,3
24,16011423,4,5
128,7562140,5,3
142,6967186,3,5
27,7331757,20,2
90,11250615,3,2
25,5405788,8,2
39,7949724,8,2
22,17897909,11,1
42,13370912,9,4
87,16917309,3,5
125,15004427,1,3
89,13796347,21,2
76,19784313,9,4
36,3295872,11,4
30,19813048,24,1
53,16513083,5,2
81,14898610,5,2
139,14576583,20,5
78,5455530,7,4
81,16906426,19,1
75,2136851,23,3
121,5614093,7,1
145,1656967,11,2
145,18232589,19,4
130,2046682,8,1
56,19955833,21,1
90,9865556,24,1
141,1276338,19,3
25,14045171,16,3
107,9338834,19,4
141,12682504,17,4
120,16551290,23,5
99,6578859,6,3
40,16745097,23,4
124,4117461,18,1
100,14041068,4,3
99,6786965,23,5
74,13923708,23,2
47,18234514,7,1
93,14223311,15,3
138,19708905,1,2
25,16790139,11,5
82,5304072,18,5
89,15164338,7,4
35,10190090,20,2
63,14410868,16,5
47,4359668,6,3
84,8736893,8,4
59,2082754,2,4
41,13848214,9,1
41,4459537,12,3
44,5175128,13,2
74,19791897,23,3
126,2441612,22,3
44,4490808,10,2
107,19411745,1,5
45,8891325,22,2
56,6521169,9,1
24,8767613,19,4
70,18234892,18,2
147,10997853,23,3
73,14278729,4,4
65,17080781,5,3
135,9739891,18,5
96,17220670,17,3
126,11182097,20,3
24,7428587,9,5
101,13812724,23,3
135,6569754,19,3
137,4061383,7,3
127,3030022,11,3
20,17193034,23,4
82,11141709,18,2
26,3405702,18,4
75,15087063,8,4
43,9970850,19,4
75,17896324,8,2
55,18252160,24,5
40,19593741,12,2
128,5693541,15,5
98,3135928,13,3
37,14877514,10,3
71,6545911,21,4
29,18593367,1,1
67,6044404,21,5
122,5004917,9,2
130,11229175,1,1
71,8906173,1,3
40,16062507,7,5
133,16909612,4,5
83,7824444,18,2
36,16030235,18,1
60,2324551,23,3
97,19027015,23,5
22,9842829,12,1
35,16813752,3,5
146,17438554,14,5
117,12769170,20,2
55,11246209,2,5
47,14083619,8,3
112,9704198,3,4
47,9014595,2,2
94,16675690,8,1
142,18798156,11,3
107,16132385,20,3
26,2010991,18,1
34,11678600,24,2
95,5546105,1,4
77,2305462,24,3
24,3232604,15,1
69,2413574,7,2
143,7717183,13,5
149,8650171,12,4
96,5701267,8,5
51,2344435,18,5
133,15288839,11,1
140,2033048,15,2
134,9755714,11,3
133,12440701,15,3
72,10270787,10,3
145,8922845,13,5
92,13800925,21,2
77,10128445,15,2
67,19085111,8,5
39,2213154,8,1
55,3591452,13,3
70,13364193,18,2
78,3150037,16,3
23,4959265,5,2
115,16679564,11,1
135,9476174,21,5
92,18881164,19,3
137,7494161,14,3
91,8322384,10,2
69,13666083,23,4
41,2507759,12,4
123,8396296,18,4
124,12707569,16,2
113,3501353,14,3
126,18036112,8,4
135,10742777,16,2
71,10407028,1,5
97,9726917,15,3
93,9943185,19,3
44,15780854,8,4
32,14722342,14,1
105,10147506,16,2
64,10426628,6,1
29,9709741,18,3
71,4728608,15,4
84,19766417,17,2
145,6428919,19,4
94,6452618,21,4
101,10239650,24,4
36,7704221,17,1
97,2810852,8,4
123,3398408,1,3
67,10958419,13,4
68,19893513,6,4
135,3604277,9,1
56,11747493,21,3
31,19728398,8,1
35,8626120,13,5
131,4896930,15,4
125,15752852,9,2
56,10326294,14,4
96,8407261,3,2
116,10926506,20,5
127,8332375,3,2
65,2461366,22,3
65,5456738,12,4
34,15127228,1,5
82,7245244,9,4
46,11134552,6,3
76,18118989,15,2
41,11033384,12,4
136,18155893,1,4
79,13643000,18,4
145,16629067,2,1
49,2315873,12,5
80,8242526,8,1
136,14685334,20,1
89,3150725,1,1
114,16500951,12,4
27,5085100,4,2
68,19222333,24,3
52,6822277,21,2
139,10223136,14,4
82,11694311,3,4
66,19227408,6,3
43,19260537,3,3
55,4009135,1,2
119,8539815,24,3
23,12920607,4,4
78,7397617,18,3
141,16955763,11,5
54,10509744,1,1
78,11649686,2,3
111,16865229,16,4
31,8416135,8,3
49,19018971,19,3
119,18399937,12,3
62,14753057,16,4
144,13278282,11,1
109,16917082,5,2
22,1539590,21,1
126,18578920,12,3
120,11830502,14,2
90,9483671,3,3
30,10298706,12,5
37,6947841,21,2
22,12604309,1,5
51,12895908,2,2
99,2327462,24,1
81,4692185,24,4
113,9596943,21,2
39,15507335,4,3
59,19366865,18,3
87,7467548,24,4
100,13190161,8,3
135,5032005,14,4
53,1104692,1,3
129,9569028,14,2
97,17743820,3,1
73,17749493,9,1
82,6309682,4,2
64,12879542,5,3
59,4240548,11,5
27,1250044,24,5
131,5013510,1,4
27,19831877,22,2
61,10535492,5,5
45,4403915,13,3
32,10457660,16,3
56,1636104,14,1
149,19176699,20,4
90,6697179,17,1
81,6674110,23,2
74,2343665,16,4
74,11981146,8,3
104,18503689,6,3
62,7832871,7,4
120,9819047,18,4
113,10800018,13,5
121,10017455,18,1
117,7948854,5,5
61,11629799,7,3
109,17479430,16,3
28,17639343,23,3
71,9707929,23,1
94,10263698,9,5
79,1085165,14,4
100,5923942,19,5
33,5339217,19,2
140,9861283,5,3
65,16247351,9,4
51,11511370,2,5
113,19187520,21,2
119,14397657,4,4
99,11031404,23,2
96,5212264,18,5
60,12257067,19,5
103,12743255,22,4
115,19884306,16,5
89,16920553,14,1
133,13274739,6,5
147,10542021,2,3
21,16407532,21,3
42,19491786,6,3
125,3960937,3,5
112,2176605,1,2
132,5525696,19,2
117,2639034,11,4
116,6407245,16,4
100,6876436,16,5
104,9164240,14,2
36,9515428,5,2
29,5325209,23,5
37,19238943,18,2
79,12166730,14,2
47,10727383,14,1
143,13768929,16,2
129,6318918,22,2
74,1493319,13,5
129,17502733,22,3
31,16148563,10,5
92,10480455,15,5
137,6361134,18,1
98,6705218,23,4
107,15163087,24,4
108,19934664,14,1
130,5626404,4,4
103,6572005,14,4
104,13569096,22,3
88,19223367,24,1
130,17517685,21,5
121,12201971,4,5
95,6038386,18,4
51,8619624,2,4
30,5342427,8,5
106,13152082,16,1
69,13416350,20,1
26,7760181,4,4
95,8978698,2,5
93,18446072,20,5
32,9305327,12,3
103,2820154,11,5
33,12756097,16,3
32,10777042,2,4
70,14895906,20,3
64,7243033,24,5
138,11868849,4,5
64,6463674,17,4
80,10144504,14,2
129,15956452,19,3
98,4907255,13,3
131,14005068,13,3
103,7439330,19,3
52,12475263,22,1
91,14806120,19,4
63,18777256,18,2
37,10016959,8,3
127,3910505,13,1
45,7034248,11,5
34,7723833,18,5
148,10974378,18,3
134,12858088,2,1
92,4578722,12,1
121,7398185,15,1
140,4490928,13,3
137,15245931,11,5
97,3459618,10,3
108,8431082,11,3
78,17839792,21,2
113,18393771,15,2
59,6544063,19,1
120,16427429,17,5
64,5517366,21,2
117,7059816,24,3
42,11435504,1,5
139,3134756,24,5
47,1231818,23,4
85,14046096,7,5
130,15193690,14,4
94,8186908,15,1
103,13467817,22,5
127,3409265,20,3
87,2131267,14,4
62,18965375,23,5
146,2447657,2,4
95,15663420,14,4
67,14529308,12,5
132,7721392,9,1
97,15246896,20,4
71,12059321,17,1
117,4196471,2,3
67,7316130,14,2
142,2124291,3,1
39,14591584,19,4
79,19318826,23,2
141,1563030,20,5
52,19871936,23,4
45,12031481,4,2
131,1252186,12,3
26,1587473,4,4
